data
0.01417281
0.01682781
0.03950244
0.02396713
0.02638676
0.02389380
0.004711007
-0.01897867
-0.01410042
0.005218051
-0.00971244
0.03721188
0.03343128
0.06006895
0.03686159
0.04803402
0.02391743
0.02075794
0.01293679
0.009098726
0.002544171
0.01763023
0.03489043
0.01857803
0.009682138
-0.002868694
-0.01340890
-0.001324328
0.001853569
0.01287966
0.02297765
0.03313556
0.02028665
0.02059460
0.01552242
0.006281282
0.01336118
0.01182907
0.01903966
0.02107652
0.004984299
0.01523144
-0.01199415
-0.01629231
0.009156375
0.02887592
0.02765536
0.02110468
0.02576951
0.002150328
0.007974369
0.02600529
-0.001322127
0.005653992
-0.009630893
0.00850265
0.02030054
0.01917342
0.02359359
0.02356747
0.01302727
0.01151384
0.006711435
0.01477328
0.01407091
0.02074196
0.01531810
0.02552935
0.01380588
0.01762292
0.00708072
0.03011665
0.01795228
0.02298952
0.02954285
0.03075957
0.01178896
0.01680075
0.01750836
0.01320635
0.005330761
0.01819974
0.01834051
0.0313081
0.02728606
0.01688585
0.01809181
0.02586667
0.01548987
0.02015385
0.008246035
0.01268267
0.01579873
0.01659393
0.001606578
0.04324399
0.01899018
0.01724181
0.01110159
0.03333501
0.02910432
0.01965803
0.02928261
0.03800321
0.02733071
0.01542078
0.02917867
0.01195644
0.02542538
0.01834308
0.02403061
0.009339034
0.02244756
0.03571157
0.03194072
0.03285506
0.01839489
0.01849386
0.02532993
0.02951136
0.0334627
0.02960479
0.02024677
0.01938469
0.05477693
0.02691825
0.03526394
0.01966931
0.02655093
0.03069226
0.02257398
0.02424938
0.0006873723
0.02001463
0.0431532
0.04601525
0.01025815
0.03018894
0.007012782
-0.003469214
0.01872029
0.008339826
0.01120182
0.02022122
0.02998293
0.02971679
0.02800161
0.0307546
0.02553811
0.01743412
0.01338284
0.01855106
0.0146778
0.01846366
0.01466271
0.01383868
0.007433635
0.01570122
0.01007626
0.01521828
0.01724384
0.01630402
0.02484497
0.01438699
0.02162246
0.01591546
0.02100463
0.02122195
0.01591819
0.01455382
0.01047093
0.0230053
0.01421919
0.00806456
0.003838516
0.004617227
0.01097511
0.01126861
0.01114305
0.01613996
0.01493481
0.01371682
0.01626782
0.01018851
0.009543977
0.01030335
0.01632925
0.01711928
0.01660441
0.01173575
0.01635088
0.01074483
0.005844552
0.01077011
0.01354296
0.01389696
0.01857110
0.01088815
0.01766358
0.01316565
0.01795249
0.01508451
0.009943155
0.01342678
0.00800032
0.01354169
0.01896095
0.01394723
0.01231232
0.01439122
0.02273968
0.01078043
0.02025528
0.003442484
0.01153666
0.005162305
0.01119926
-0.002135271
0.01458024
0.005672703
0.008056651
0.01082852
0.007934715
0.009707361
0.01326678
0.02282628
0.01403948
0.01791370
0.01623065
0.01322305
0.01285048
0.01726887
0.01359547
0.02008843
0.009247682
0.02284005
0.01391625
0.00896867
0.01267127
