Date,Open,High,Low,Close,Adj Close,Volume
2022-04-08,21667.529297,21872.009766,21568.220703,21872.009766,21872.009766,1739886100
2022-04-11,21688.029297,21688.029297,21132.539063,21208.300781,21208.300781,2104906000
2022-04-12,21279.179688,21519.130859,20988.199219,21319.130859,21319.130859,2045265200
2022-04-13,21192.619141,21531.480469,21141.060547,21374.369141,21374.369141,1696862200
2022-04-14,21463.349609,21587.470703,21358.730469,21518.080078,21518.080078,1719437600
2022-04-19,21106.000000,21191.800781,20896.429688,21027.759766,21027.759766,2240088300
2022-04-20,20972.839844,21214.980469,20889.019531,20944.669922,20944.669922,1876429100
2022-04-21,20780.859375,20920.599609,20483.859375,20682.220703,20682.220703,2226185800
2022-04-22,20261.609375,20709.490234,20184.960938,20638.519531,20638.519531,2351346100
2022-04-25,20284.599609,20284.599609,19784.279297,19869.339844,19869.339844,2912292500
2022-04-26,19989.039063,20258.640625,19858.359375,19934.710938,19934.710938,2565706600
2022-04-27,19723.460938,20053.109375,19665.490234,19946.359375,19946.359375,2361021600
2022-04-28,20118.789063,20286.830078,19956.669922,20276.169922,20276.169922,2255667000
2022-04-29,20271.400391,21176.580078,20040.070313,21089.390625,21089.390625,2727108500
2022-05-03,20927.619141,21291.800781,20648.529297,21101.890625,21101.890625,1741666900
2022-05-04,21025.699219,21047.130859,20772.800781,20869.519531,20869.519531,1139909500
2022-05-05,21163.150391,21284.849609,20776.970703,20793.400391,20793.400391,1827136200
2022-05-06,20287.060547,20320.279297,19973.470703,20001.960938,20001.960938,2110559000
2022-05-10,19300.679688,19758.630859,19178.890625,19633.689453,19633.689453,2785651600
2022-05-11,19511.800781,20083.490234,19474.029297,19824.570313,19824.570313,1958419000
2022-05-12,19556.890625,19731.269531,19342.890625,19380.339844,19380.339844,2273639300
2022-05-13,19615.990234,19925.439453,19608.259766,19898.769531,19898.769531,2075261400
2022-05-16,20131.529297,20173.220703,19764.960938,19950.210938,19950.210938,1796370300
2022-05-17,20193.599609,20626.419922,20169.240234,20602.519531,20602.519531,2207409300
2022-05-18,20674.230469,20711.929688,20389.609375,20644.279297,20644.279297,1945972100
2022-05-19,20146.960938,20277.939453,19924.869141,20120.679688,20120.679688,2120940500
2022-05-20,20470.949219,20794.130859,20408.679688,20717.240234,20717.240234,2173124300
2022-05-23,20608.650391,20642.759766,20303.550781,20470.060547,20470.060547,1696099800
2022-05-24,20420.140625,20509.619141,19989.619141,20112.099609,20112.099609,1825206400
2022-05-25,20115.560547,20370.740234,20067.980469,20171.269531,20171.269531,2097456800
2022-05-26,20272.220703,20272.220703,19890.759766,20116.199219,20116.199219,1855500300
2022-05-27,20646.060547,20779.750000,20494.150391,20697.359375,20697.359375,2565822400
2022-05-30,20933.500000,21169.080078,20885.019531,21123.929688,21123.929688,2609326500
2022-05-31,21106.410156,21415.199219,21029.720703,21415.199219,21415.199219,3919117100
2022-06-01,21407.789063,21411.949219,21154.039063,21294.939453,21294.939453,2073470900
2022-06-02,21057.039063,21115.779297,20884.160156,21082.130859,21082.130859,1816141700
2022-06-06,21282.509766,21691.919922,21030.070313,21653.900391,21653.900391,2244704900
2022-06-07,21577.480469,21744.460938,21394.589844,21531.669922,21531.669922,2145401800
2022-06-08,21788.890625,22064.119141,21734.490234,22014.589844,22014.589844,2943006300
2022-06-09,22121.529297,22142.820313,21737.939453,21869.050781,21869.050781,2544549600
2022-06-10,21522.500000,21935.009766,21487.910156,21806.179688,21806.179688,2686148300
2022-06-13,21162.529297,21320.150391,20993.759766,21067.580078,21067.580078,2607011600
2022-06-14,20783.539063,21175.009766,20717.640625,21067.990234,21067.990234,1965884200
2022-06-15,21111.320313,21431.070313,21111.320313,21308.210938,21308.210938,2301321000
2022-06-16,21515.640625,21545.839844,20697.410156,20845.429688,20845.429688,2341100400
2022-06-17,20716.740234,21145.939453,20697.169922,21075.000000,21075.000000,3097480100
2022-06-20,20948.800781,21175.980469,20839.019531,21163.910156,21163.910156,2085205800
2022-06-21,21264.980469,21564.869141,21175.949219,21559.589844,21559.589844,2133396900
2022-06-22,21469.740234,21519.580078,21008.339844,21008.339844,21008.339844,2470631200
2022-06-23,21157.580078,21443.589844,21010.890625,21273.869141,21273.869141,2007274200
2022-06-24,21450.679688,21762.669922,21408.660156,21719.060547,21719.060547,2410823300
2022-06-27,21976.800781,22414.429688,21976.800781,22229.519531,22229.519531,2994729200
2022-06-28,22144.630859,22449.310547,21952.439453,22418.970703,22418.970703,2873985100
2022-06-29,22125.609375,22289.070313,21844.050781,21996.890625,21996.890625,2834486800
2022-06-30,21917.449219,22111.910156,21719.169922,21859.789063,21859.789063,2822730100
2022-07-04,21690.679688,21886.349609,21458.630859,21830.349609,21830.349609,2203708000
2022-07-05,22053.160156,22198.509766,21799.189453,21853.070313,21853.070313,2143810000
2022-07-06,21777.640625,21833.400391,21286.660156,21586.660156,21586.660156,2886434300
2022-07-07,21352.699219,21643.580078,21200.929688,21643.580078,21643.580078,1744594800
2022-07-08,21961.750000,21961.750000,21614.650391,21725.779297,21725.779297,1565420200
2022-07-11,21470.769531,21470.769531,21001.630859,21124.199219,21124.199219,1693929400
2022-07-12,20905.070313,21084.089844,20779.589844,20844.740234,20844.740234,1745240700
2022-07-13,20911.529297,21040.339844,20751.480469,20797.949219,20797.949219,2056959300
2022-07-14,20818.269531,20888.800781,20554.150391,20751.210938,20751.210938,2371204800
2022-07-15,20522.109375,20656.960938,20215.970703,20297.720703,20297.720703,2526023900
2022-07-18,20479.580078,20866.330078,20294.140625,20846.179688,20846.179688,2053608500
2022-07-19,20719.199219,20758.710938,20549.439453,20661.060547,20661.060547,1287501200
2022-07-20,20968.419922,21111.779297,20884.919922,20890.220703,20890.220703,1405277200
2022-07-21,20811.599609,20827.609375,20527.349609,20574.630859,20574.630859,1760411700
2022-07-22,20717.470703,20788.460938,20513.800781,20609.140625,20609.140625,1327660200
2022-07-25,20516.339844,20595.089844,20353.679688,20562.939453,20562.939453,1377192600
2022-07-26,20676.679688,20952.449219,20631.820313,20905.880859,20905.880859,1701166300
2022-07-27,20684.480469,20770.099609,20572.419922,20670.039063,20670.039063,1729858600
2022-07-28,20705.460938,20772.630859,20533.419922,20622.679688,20622.679688,1965166200
2022-07-29,20647.449219,20647.449219,20050.050781,20156.509766,20156.509766,2181726400
2022-08-01,20026.599609,20251.429688,19883.919922,20165.839844,20165.839844,1970707400
2022-08-02,19943.160156,19943.160156,19515.539063,19689.210938,19689.210938,2291211500
2022-08-03,19865.689453,19921.910156,19685.480469,19767.089844,19767.089844,1789743100
2022-08-04,20011.250000,20216.580078,19995.460938,20174.039063,20174.039063,1924409500
2022-08-05,20283.589844,20283.589844,20096.539063,20201.939453,20201.939453,1635424000
2022-08-08,20065.349609,20171.890625,19954.039063,20045.769531,20045.769531,1376942200
2022-08-09,20039.300781,20250.869141,19856.230469,20003.439453,20003.439453,1497207600
2022-08-10,19956.509766,19956.509766,19469.109375,19610.839844,19610.839844,1730318000
2022-08-11,19840.570313,20082.429688,19789.960938,20082.429688,20082.429688,1600822900
2022-08-12,20158.289063,20208.019531,20011.380859,20175.619141,20175.619141,1567854600
2022-08-15,20038.480469,20260.660156,19984.039063,20040.859375,20040.859375,1393358500
2022-08-16,20107.140625,20173.400391,19662.609375,19830.519531,19830.519531,1947792800
2022-08-17,19995.769531,20069.849609,19800.580078,19922.449219,19922.449219,1411797700
2022-08-18,19991.939453,19991.939453,19675.460938,19763.910156,19763.910156,1586624700
2022-08-19,19656.800781,19898.179688,19656.800781,19773.029297,19773.029297,1399802300
2022-08-22,19572.419922,19825.929688,19564.189453,19656.980469,19656.980469,1596111900
2022-08-23,19644.230469,19701.550781,19377.089844,19503.250000,19503.250000,1847479400
2022-08-24,19542.240234,19542.240234,19189.539063,19268.740234,19268.740234,1997568500
2022-08-25,19418.460938,19990.310547,19418.460938,19968.380859,19968.380859,1684299400
2022-08-26,20138.689453,20185.150391,20050.970703,20170.039063,20170.039063,1868937800
2022-08-29,19960.289063,20073.939453,19889.669922,20023.220703,20023.220703,1595204700
2022-08-30,20062.730469,20062.730469,19645.570313,19949.029297,19949.029297,1658925400
2022-08-31,19589.849609,20173.019531,19564.839844,19954.390625,19954.390625,2783305100
2022-09-01,19761.720703,19839.509766,19532.859375,19597.310547,19597.310547,2000258900
2022-09-02,19572.470703,19630.800781,19342.490234,19452.089844,19452.089844,2095560800
2022-09-05,19299.089844,19299.089844,19064.789063,19225.699219,19225.699219,2181084500
2022-09-06,19261.699219,19358.019531,19107.599609,19202.730469,19202.730469,1716319000
2022-09-07,18915.869141,19068.900391,18818.779297,19044.300781,19044.300781,1839592500
2022-09-08,19043.839844,19075.740234,18803.759766,18854.619141,18854.619141,1718131700
2022-09-09,18893.650391,19417.560547,18893.650391,19362.250000,19362.250000,1994834000
2022-09-13,19404.640625,19492.060547,19296.250000,19326.859375,19326.859375,1787223000
2022-09-14,18933.300781,18989.220703,18797.789063,18847.099609,18847.099609,1731976600
2022-09-15,18833.900391,19013.029297,18833.900391,18930.380859,18930.380859,1797327700
2022-09-16,18732.439453,18905.279297,18678.220703,18761.689453,18761.689453,2793919500
2022-09-19,18695.349609,18697.089844,18494.539063,18565.970703,18565.970703,1745749500
2022-09-20,18700.679688,18861.470703,18685.460938,18781.419922,18781.419922,1478169400
2022-09-21,18638.849609,18638.849609,18434.650391,18444.619141,18444.619141,1629375400
2022-09-22,18080.929688,18195.089844,17965.330078,18147.949219,18147.949219,1729134100
2022-09-23,18055.589844,18165.949219,17926.289063,17933.269531,17933.269531,1776795400
2022-09-26,17781.869141,18077.640625,17727.400391,17855.140625,17855.140625,2557096600
2022-09-27,17838.650391,17904.210938,17648.419922,17860.310547,17860.310547,1900500000
2022-09-28,17703.390625,17703.390625,17184.539063,17250.880859,17250.880859,2948457300
2022-09-29,17570.169922,17629.669922,17046.830078,17165.869141,17165.869141,2534665600
2022-09-30,17165.929688,17344.810547,17016.279297,17222.830078,17222.830078,2113942500
2022-10-03,17050.250000,17252.109375,16906.960938,17079.509766,17079.509766,1361001600
2022-10-05,17811.970703,18164.199219,17682.849609,18087.970703,18087.970703,2256107700
2022-10-06,18100.480469,18143.849609,17958.140625,18012.150391,18012.150391,1082368000
2022-10-07,17851.619141,17881.869141,17717.730469,17740.050781,17740.050781,1129251000
2022-10-10,17449.359375,17449.359375,17174.609375,17216.660156,17216.660156,1771824300
2022-10-11,17194.730469,17206.509766,16789.970703,16832.359375,16832.359375,1797693500
2022-10-12,16758.269531,17040.699219,16438.599609,16701.029297,16701.029297,2407431400
2022-10-13,16700.650391,16736.589844,16389.109375,16389.109375,16389.109375,2241934000
2022-10-14,16671.679688,17028.679688,16535.369141,16587.689453,16587.689453,2322665100
2022-10-17,16479.740234,16754.519531,16308.950195,16612.900391,16612.900391,2061247900
2022-10-18,16860.199219,16914.580078,16558.410156,16914.580078,16914.580078,1971282000
2022-10-19,16805.910156,16923.119141,16508.369141,16511.279297,16511.279297,1713974900
2022-10-20,16230.790039,16452.970703,16010.719727,16280.219727,16280.219727,2295268600
2022-10-21,16331.110352,16359.040039,16137.179688,16211.120117,16211.120117,2052413100
2022-10-24,15894.750000,15993.879883,15082.839844,15180.690430,15180.690430,3597357500
2022-10-25,15242.099609,15435.370117,14947.389648,15165.589844,15165.589844,3275325600
2022-10-26,15096.320313,15584.059570,15041.400391,15317.669922,15317.669922,2718640800
2022-10-27,15721.269531,15833.280273,15410.969727,15427.940430,15427.940430,2526173200
2022-10-28,15424.940430,15441.990234,14770.089844,14863.059570,14863.059570,3051258500
2022-10-31,14830.690430,15113.150391,14597.309570,14687.019531,14687.019531,4183641700
2022-11-01,14859.919922,15632.849609,14859.919922,15455.269531,15455.269531,3787359000
2022-11-02,15389.549805,15867.240234,15276.759766,15827.169922,15827.169922,2774638200
2022-11-03,15477.740234,15623.179688,15301.669922,15339.490234,15339.490234,2544805200
2022-11-04,15442.759766,16513.160156,15442.759766,16161.139648,16161.139648,3951121100
2022-11-07,16031.790039,16821.890625,15980.849609,16595.910156,16595.910156,3227830100
2022-11-08,16640.599609,16719.009766,16429.810547,16557.310547,16557.310547,2071208700
2022-11-09,16552.800781,16730.199219,16213.030273,16358.519531,16358.519531,3270965100
2022-11-10,16138.219727,16138.219727,15945.200195,16081.040039,16081.040039,2204747800
2022-11-11,17120.050781,17368.039063,16829.000000,17325.660156,17325.660156,5112566000
2022-11-14,17999.259766,18011.640625,17518.880859,17619.710938,17619.710938,5547517900
2022-11-15,17665.800781,18356.779297,17552.300781,18343.119141,18343.119141,4900022200
2022-11-16,18169.210938,18414.089844,18031.869141,18256.480469,18256.480469,3918387100
2022-11-17,18071.599609,18220.810547,17711.839844,18045.660156,18045.660156,2930448500
2022-11-18,18316.359375,18378.060547,17910.189453,17992.539063,17992.539063,2792874200
2022-11-21,17654.150391,17746.339844,17389.449219,17655.910156,17655.910156,2230983500
