Date,^GSPC,MSFT,AAPL,AMZN,GOOGL,TSLA,GOOG,META,NVDA,BRK-B,JPM
2022-01-10,4670.2900390625,311.3525695800781,171.1964111328125,161.48599243164062,138.66949462890625,352.7066650390625,138.57400512695312,328.07000732421875,273.8140563964844,318.92999267578125,163.17269897460938
2022-01-11,4713.06982421875,312.0560302734375,174.06973266601562,165.36199951171875,139.73599243164062,354.79998779296875,140.0175018310547,334.3699951171875,277.9812316894531,319.79998779296875,163.33848571777344
2022-01-12,4726.35009765625,315.3154296875,174.5171356201172,165.20700073242188,141.4304962158203,368.739990234375,141.6479949951172,333.260009765625,279.79998779296875,320.3900146484375,164.2649383544922
2022-01-13,4659.02978515625,301.970458984375,171.1964111328125,161.21400451660156,138.58700561523438,343.85333251953125,139.13099670410156,326.4800109863281,265.56964111328125,321.260009765625,164.0601348876953
2022-01-14,4662.85009765625,307.32037353515625,172.07135009765625,162.13800048828125,139.48049926757812,349.8699951171875,139.7864990234375,331.8999938964844,269.2371826171875,324.1300048828125,153.9764404296875
2022-01-18,4577.10986328125,299.8404235839844,168.82020568847656,158.91749572753906,135.9980010986328,343.5033264160156,136.29049682617188,318.1499938964844,258.854248046875,320.2900085449219,147.52053833007812
2022-01-19,4532.759765625,300.5141296386719,165.27081298828125,156.2989959716797,135.1165008544922,331.8833312988281,135.65199279785156,319.5899963378906,250.4998779296875,314.75,145.238525390625
2022-01-20,4482.72998046875,298.8001708984375,163.5607147216797,151.66749572753906,133.3074951171875,332.0899963378906,133.50650024414062,316.55999755859375,241.3361053466797,311.010009765625,144.00001525878906
2022-01-21,4397.93994140625,293.28192138671875,161.4728546142578,142.64300537109375,130.35150146484375,314.6333312988281,130.0919952392578,303.1700134277344,233.5813751220703,305.2200012207031,141.4839630126953
2022-01-24,4410.1298828125,293.6187744140625,160.68739318847656,144.54400634765625,130.8040008544922,310.0,130.3719940185547,308.7099914550781,233.5614013671875,303.7300109863281,141.357177734375
2022-01-25,4356.4501953125,285.8119201660156,158.85801696777344,139.98599243164062,126.93499755859375,306.1333312988281,126.7354965209961,300.1499938964844,223.0885009765625,307.19000244140625,142.89801025390625
2022-01-26,4349.93017578125,293.9555969238281,158.76853942871094,138.87249755859375,129.23300170898438,312.4700012207031,129.24000549316406,294.6300048828125,227.56546020507812,309.260009765625,144.25357055664062
2022-01-27,4326.509765625,297.0565185546875,158.30125427246094,139.6374969482422,129.0050048828125,276.3666687011719,129.12100219726562,294.6400146484375,219.2910919189453,307.6700134277344,141.708251953125
2022-01-28,4431.85009765625,305.3984069824219,169.34715270996094,143.97799682617188,133.3509979248047,282.1166687011719,133.2895050048828,301.7099914550781,228.2449951171875,312.8999938964844,142.97604370117188
2022-01-31,4515.5498046875,308.0931396484375,173.77146911621094,149.57350158691406,135.30349731445312,312.239990234375,135.69850158691406,313.260009765625,244.69383239746094,313.0199890136719,144.91671752929688
2022-02-01,4546.5400390625,305.89373779296875,173.60244750976562,151.19349670410156,137.6439971923828,310.4166564941406,137.8784942626953,319.0,246.21279907226562,313.9599914550781,147.4034881591797
2022-02-02,4589.3798828125,310.5500793457031,174.82534790039062,150.6125030517578,148.0,301.88665771484375,148.0364990234375,323.0,252.2487030029297,319.6000061035156,146.2235107421875
2022-02-03,4477.43994140625,298.4534606933594,171.90231323242188,138.8455047607422,143.08999633789062,297.0466613769531,142.65049743652344,237.75999450683594,239.31747436523438,315.2300109863281,145.01422119140625
2022-02-04,4500.52978515625,303.09991455078125,171.61363220214844,157.63949584960938,143.29299926757812,307.7733459472656,143.01600646972656,237.08999633789062,243.02496337890625,314.989990234375,148.77854919433594
2022-02-07,4483.8701171875,298.1562194824219,170.8869171142578,157.9355010986328,139.2010040283203,302.4466552734375,138.93800354003906,224.91000366210938,247.1121826171875,316.510009765625,149.27593994140625
2022-02-08,4521.5400390625,301.7326965332031,174.0426483154297,161.4134979248047,139.3990020751953,307.3333435058594,139.21299743652344,220.17999267578125,250.9096221923828,321.44000244140625,152.0845184326172
